Date,USD/DXY_Open,USD/DXY_High,USD/DXY_Low,USD/DXY_Close,USD/DXY_Volume,US500_Open,US500_High,US500_Low,US500_Close,US500_Volume,US30_Open,US30_High,US30_Low,US30_Close,US30_Volume,XCU/USD_Close,XCU/USD_High,XCU/USD_Low,XCU/USD_Open,XCU/USD_Volume,XPB/USD_Open,XPB/USD_High,XPB/USD_Low,XPB/USD_Close,XPB/USD_Volume,EUR/USD_Open,EUR/USD_High,EUR/USD_Low,EUR/USD_Close,EUR/USD_Volume,XAU/USD_Open,XAU/USD_High,XAU/USD_Low,XAU/USD_Close,XAU/USD_Volume,XAG/USD_Open,XAG/USD_High,XAG/USD_Low,XAG/USD_Close,XAG/USD_Volume,USD/CAD_Open,USD/CAD_High,USD/CAD_Low,USD/CAD_Close,USD/CAD_Volume,USD/JPY_Open,USD/JPY_High,USD/JPY_Low,USD/JPY_Close,USD/JPY_Volume,XAU/GBP_Open,XAU/GBP_High,XAU/GBP_Low,XAU/GBP_Close,XAU/GBP_Volume,XAU/AUD_Open,XAU/AUD_High,XAU/AUD_Low,XAU/AUD_Close,XAU/AUD_Volume,GBP/USD_Open,GBP/USD_High,GBP/USD_Low,GBP/USD_Close,GBP/USD_Volume,XNI/USD_Open,XNI/USD_High,XNI/USD_Low,XNI/USD_Close,XNI/USD_Volume,XAG/AUD_Open,XAG/AUD_High,XAG/AUD_Low,XAG/AUD_Close,XAG/AUD_Volume,XAU/EUR_Open,XAU/EUR_High,XAU/EUR_Low,XAU/EUR_Close,XAU/EUR_Volume,XAG/EUR_Open,XAG/EUR_High,XAG/EUR_Low,XAG/EUR_Close,XAG/EUR_Volume,BTC/USD_Open,BTC/USD_High,BTC/USD_Low,BTC/USD_Close,BTC/USD_Volume,BTC/XAU_Open,BTC/XAU_High,BTC/XAU_Low,BTC/XAU_Close,BTC/XAU_Volume,BTC/XAG_Open,BTC/XAG_High,BTC/XAG_Low,BTC/XAG_Close,BTC/XAG_Volume,EUR/AUD_Open,EUR/AUD_High,EUR/AUD_Low,EUR/AUD_Close,EUR/AUD_Volume
2018-07-16,94.10381445172824,94.10381445172824,94.10381445172824,94.10381445172824,,,,,,,,,,,,6078.137272720337,6126.639076714516,6040.658821024895,6114.5134943103785,1040.0,,,,,,1.16779,1.1725,1.16753,1.1709,0.0,1241.13,1245.56,1238.346,1240.728,0.0,15.801,15.866,15.733,15.786,0.0,1.31568,1.31604,1.31093,1.31363,0.0,112.398,112.558,112.223,112.38,0.0,937.701,939.571,934.095,936.699,0.0,1672.229,1675.633,1667.582,1672.645,0.0,1.32266,1.32924,1.32167,1.3236,0.0,,,,,,21.268,21.306,21.177,21.264,0.0,1062.112,1064.057,1057.274,1058.887,0.0,13.497,13.537,13.411,13.449,0.0,6350.38,6743.85,6331.22,6721.13,0.0,5.417085775447963,5.417085775447963,5.417085775447963,5.417085775447963,,425.76523501837073,425.76523501837073,425.76523501837073,425.76523501837073,,1.57419,1.57968,1.57177,1.57932,0.0
2018-07-17,94.63656849120574,94.63656849120574,94.63656849120574,94.63656849120574,,,,,,,,,,,,6039.556590919495,6114.5134943103785,6032.942684664726,6084.751178975105,651.0,,,,,,1.17088,1.17443,1.16471,1.16527,0.0,1240.729,1244.967,1226.103,1227.16,0.0,15.787,15.852,15.54,15.559,0.0,1.31366,1.32179,1.31106,1.32029,0.0,112.38,113.066,112.222,113.023,0.0,936.819,941.835,930.78,935.76,0.0,1672.837,1676.452,1658.474,1662.685,0.0,1.32356,1.32684,1.30686,1.31045,0.0,,,,,,21.264,21.314,20.987,21.06,0.0,1058.977,1060.399,1048.715,1052.366,0.0,13.448,13.479,13.253,13.322,0.0,6721.23,7460.81,6659.52,7309.29,0.0,5.956264871736367,5.956264871736367,5.956264871736367,5.956264871736367,,469.7789060993637,469.7789060993637,469.7789060993637,469.7789060993637,,1.57932,1.58275,1.57532,1.57944,0.0
2018-07-18,94.65052147205353,94.65052147205353,94.65052147205353,94.65052147205353,,,,,,,,,,,,6067.114446043968,6077.035042614936,5974.520284099579,6056.091093745232,663.0,,,,,,1.16531,1.16642,1.16018,1.16447,0.0,1227.211,1229.125,1221.095,1227.376,0.0,15.559,15.601,15.385,15.55,0.0,1.32027,1.32587,1.31613,1.31684,0.0,113.021,113.133,112.711,112.799,0.0,935.73,939.722,932.925,937.874,0.0,1662.747,1665.366,1656.066,1658.225,0.0,1.31047,1.31165,1.30101,1.30772,0.0,,,,,,21.057,21.099,20.862,20.987,0.0,1052.419,1054.226,1049.963,1053.276,0.0,13.318,13.359,13.201,13.32,0.0,7309.39,7579.88,7238.21,7374.19,0.0,6.008093689301404,6.008093689301404,6.008093689301404,6.008093689301404,,474.22443729903534,474.22443729903534,474.22443729903534,474.22443729903534,,1.57943,1.583,1.57279,1.57389,0.0
2018-07-19,94.66886296909928,94.66886296909928,94.66886296909928,94.66886296909928,,,,,,,,,,,,5921.6095596838,6074.830582404136,5885.233338093757,6074.830582404136,885.0,,,,,,1.16445,1.16782,1.15743,1.16534,0.0,1227.374,1228.999,1211.511,1223.468,0.0,15.55,15.561,15.166,15.313,0.0,1.31683,1.3289,1.31596,1.326,0.0,112.798,113.168,112.058,112.361,0.0,937.881,941.695,933.948,938.865,0.0,1658.187,1664.63,1646.422,1661.038,0.0,1.30772,1.30826,1.29575,1.30216,0.0,,,,,,20.988,20.999,20.668,20.77,0.0,1053.317,1053.684,1045.662,1049.113,0.0,13.321,13.328,13.064,13.107,0.0,7374.3,7553.79,7276.18,7463.77,0.0,6.100502832930653,6.100502832930653,6.100502832930653,6.100502832930653,,487.4139619930778,487.4139619930778,487.4139619930778,487.4139619930778,,1.57388,1.58456,1.56574,1.58288,0.0
2018-07-20,94.04076971585346,94.04076971585346,94.04076971585346,94.04076971585346,,,,,,,,,,,,6053.886633534431,6061.6027698946,5907.279517068862,5907.279517068862,595.0,,,,,,1.16533,1.17383,1.16257,1.17186,0.0,1223.482,1232.249,1215.718,1231.634,0.0,15.314,15.531,15.231,15.49,0.0,1.32601,1.3289,1.31142,1.31432,0.0,112.36,112.618,111.385,111.425,0.0,938.853,942.006,934.627,937.354,0.0,1660.901,1663.902,1654.649,1659.572,0.0,1.30215,1.31395,1.29948,1.31288,0.0,,,,,,20.768,20.912,20.728,20.861,0.0,1049.045,1051.994,1044.515,1050.142,0.0,13.108,13.218,13.063,13.195,0.0,7463.75,7677.47,7270.59,7331.26,0.0,5.952466398296897,5.952466398296897,5.952466398296897,5.952466398296897,,473.2898644286636,473.2898644286636,473.2898644286636,473.2898644286636,,1.58286,1.58894,1.5781,1.57975,0.0
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7331.26,7446.35,7209.2,7397.82,0.0,,,,,,,,,,,,,,,
2018-07-22,93.8536798825522,93.8536798825522,93.8536798825522,93.8536798825522,,,,,,,,,,,,,,,,,,,,,,1.17246,1.17445,1.17224,1.17403,0.0,1231.881,1233.311,1231.556,1232.889,0.0,15.51,15.525,15.461,15.519,0.0,1.31293,1.3139,1.31141,1.31194,0.0,111.369,111.492,111.04,111.056,0.0,936.878,937.46,936.706,937.185,0.0,1657.004,1659.062,1656.506,1658.222,0.0,1.3124,1.3147,1.31192,1.31456,0.0,,,,,,20.852,20.869,20.755,20.854,0.0,1049.17,1049.861,1048.758,1049.367,0.0,13.19,13.195,13.143,13.186,0.0,7397.9,7574.59,7327.14,7392.55,0.0,5.99611968311827,5.99611968311827,5.99611968311827,5.99611968311827,,476.3547909014756,476.3547909014756,476.3547909014756,476.3547909014756,,1.57946,1.58045,1.5787,1.57974,0.0
2018-07-23,94.21601106018016,94.21601106018016,94.21601106018016,94.21601106018016,,,,,,,,,,,,6034.044914770126,6060.500539789199,6018.612642049789,6059.398309683799,779.0,,,,,,1.17401,1.17495,1.16834,1.16933,0.0,1232.883,1235.078,1222.261,1224.254,0.0,15.519,15.546,15.343,15.373,0.0,1.31196,1.3179,1.31139,1.31704,0.0,111.057,111.538,110.745,111.461,0.0,937.144,938.681,932.502,933.722,0.0,1658.155,1662.748,1655.877,1658.264,0.0,1.31455,1.31578,1.30822,1.31026,0.0,,,,,,20.854,20.92,20.759,20.802,0.0,1049.381,1050.97,1044.534,1046.231,0.0,13.187,13.212,13.082,13.114,0.0,7392.88,7800.68,7372.33,7714.44,0.0,6.301339427929172,6.301339427929172,6.301339427929172,6.301339427929172,,501.8174721915046,501.8174721915046,501.8174721915046,501.8174721915046,,1.57973,1.58626,1.57917,1.58444,0.0
2018-07-24,94.18226801698351,94.18226801698351,94.18226801698351,94.18226801698351,,,,,,,,,,,,6172.935894875526,6172.935894875526,6032.942684664726,6032.942684664726,371.0,,,,,,1.16931,1.17166,1.16544,1.16843,0.0,1224.252,1229.456,1218.104,1225.16,0.0,15.374,15.585,15.317,15.477,0.0,1.31703,1.31907,1.31356,1.31517,0.0,111.462,111.462,110.959,111.278,0.0,933.682,934.739,930.318,931.059,0.0,1658.172,1660.036,1648.292,1649.177,0.0,1.31025,1.31589,1.30708,1.3149,0.0,,,,,,20.802,20.954,20.76,20.813,0.0,1046.237,1049.105,1042.551,1047.813,0.0,13.114,13.271,13.071,13.213,0.0,7714.55,8476.62,7687.1,8390.26,0.0,6.84829736524209,6.84829736524209,6.84829736524209,6.84829736524209,,542.1115203204755,542.1115203204755,542.1115203204755,542.1115203204755,,1.58444,1.5869,1.57271,1.57347,0.0
2018-07-25,93.7365139722484,93.7365139722484,93.7365139722484,93.7365139722484,,,,,,,,,,,,6186.163707385063,6268.836747136115,6157.503622155189,6157.503622155189,684.0,,,,,,1.16845,1.17382,1.16641,1.17375,0.0,1225.19,1234.146,1223.258,1233.083,0.0,15.477,15.62,15.435,15.612,0.0,1.31516,1.31654,1.3024,1.30387,0.0,111.27,111.37,110.662,110.855,0.0,931.036,936.77,930.278,933.554,0.0,1649.151,1662.694,1647.129,1652.37,0.0,1.31492,1.32002,1.31329,1.31987,0.0,,,,,,20.815,21.026,20.785,20.901,0.0,1047.775,1054.021,1046.955,1049.796,0.0,13.212,13.317,13.186,13.268,0.0,8387.84,8477.99,8053.0,8162.36,0.0,6.619473303905738,6.619473303905738,6.619473303905738,6.619473303905738,,522.8260312580067,522.8260312580067,522.8260312580067,522.8260312580067,,1.57346,1.5807,1.57026,1.57351,0.0
2018-07-26,94.35276828878388,94.35276828878388,94.35276828878388,94.35276828878388,,,,,,,,,,,,6181.754261341095,6265.530056819915,6148.685255689621,6265.530056819915,626.0,,,,,,1.17376,1.1743,1.16357,1.16434,0.0,1233.099,1235.172,1222.357,1224.121,0.0,15.61,15.655,15.364,15.401,0.0,1.30387,1.30923,1.30244,1.30693,0.0,110.855,111.245,110.582,111.154,0.0,933.569,934.636,929.45,933.161,0.0,1652.292,1661.516,1650.216,1657.823,0.0,1.31989,1.32127,1.3101,1.31082,0.0,,,,,,20.894,20.976,20.802,20.84,0.0,1049.758,1052.264,1045.534,1050.585,0.0,13.263,13.303,13.166,13.194,0.0,8162.25,8295.79,7849.87,7929.86,0.0,6.478003399990686,6.478003399990686,6.478003399990686,6.478003399990686,,514.8925394454906,514.8925394454906,514.8925394454906,514.8925394454906,,1.57353,1.58066,1.57296,1.57749,0.0
2018-07-27,94.28480150587582,94.28480150587582,94.28480150587582,94.28480150587582,,,,,,,,,,,,6145.378039751053,6145.378039751053,6145.378039751053,6145.378039751053,2207.0,,,,,,1.16435,1.16639,1.16202,1.16535,0.0,1224.105,1227.296,1217.579,1222.744,0.0,15.4,15.526,15.316,15.465,0.0,1.30692,1.30761,1.30409,1.30596,0.0,111.155,111.235,110.796,110.98,0.0,933.183,935.126,929.263,932.304,0.0,1657.689,1658.306,1649.878,1651.217,0.0,1.3108,1.31306,1.30823,1.30954,0.0,,,,,,20.836,20.921,20.747,20.874,0.0,1050.624,1052.243,1046.23,1048.335,0.0,13.194,13.283,13.144,13.251,0.0,7929.88,8272.22,7791.66,8186.09,0.0,6.6948519068586725,6.6948519068586725,6.6948519068586725,6.6948519068586725,,529.3301002263175,529.3301002263175,529.3301002263175,529.3301002263175,,1.57746,1.57876,1.57199,1.57456,0.0
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8185.72,8234.79,8062.49,8224.84,0.0,,,,,,,,,,,,,,,
2018-07-29,94.2419272549169,94.2419272549169,94.2419272549169,94.2419272549169,,,,,,,,,,,,,,,,,,,,,,1.16538,1.16598,1.16516,1.1659,0.0,1223.136,1223.623,1222.057,1222.482,0.0,15.486,15.491,15.47,15.477,0.0,1.30509,1.30642,1.30433,1.30642,0.0,110.912,110.996,110.873,110.939,0.0,932.312,932.671,931.545,931.823,0.0,1651.829,1652.215,1650.721,1651.533,0.0,1.31058,1.31102,1.30944,1.31096,0.0,,,,,,20.879,20.899,20.879,20.889,0.0,1048.251,1048.703,1047.475,1047.798,0.0,13.248,13.253,13.236,13.242,0.0,8224.54,8286.31,8119.81,8210.8,0.0,6.716499711243192,6.716499711243192,6.716499711243192,6.716499711243192,,530.516249919235,530.516249919235,530.516249919235,530.516249919235,,1.57467,1.57588,1.57407,1.57579,0.0
2018-07-30,93.95768089214734,93.95768089214734,93.95768089214734,93.95768089214734,,,,,,,,,,,,6126.639076714516,6163.015298304557,6062.705,6157.503622155189,1098.0,,,,,,1.16589,1.17183,1.16477,1.17069,0.0,1222.499,1225.062,1219.043,1222.522,0.0,15.48,15.533,15.388,15.494,0.0,1.30641,1.30779,1.29943,1.30271,0.0,110.941,111.157,110.887,110.998,0.0,931.838,932.904,928.763,930.047,0.0,1651.646,1653.529,1647.245,1649.566,0.0,1.31095,1.31517,1.3097,1.31354,0.0,,,,,,20.89,20.948,20.788,20.886,0.0,1047.825,1048.852,1042.384,1043.528,0.0,13.242,13.255,13.17,13.202,0.0,8210.82,8273.38,7852.51,8170.12,0.0,6.683004477629033,6.683004477629033,6.683004477629033,6.683004477629033,,527.3086356008778,527.3086356008778,527.3086356008778,527.3086356008778,,1.5758,1.5819,1.57447,1.58028,0.0
2018-07-31,94.16210659660564,94.16210659660564,94.16210659660564,94.16210659660564,,,,,,,,,,,,6214.823792614937,6222.539928975105,6104.592897739411,6133.252982969284,762.0,,,,,,1.17071,1.17454,1.16806,1.16888,0.0,1222.546,1228.492,1214.047,1223.94,0.0,15.493,15.599,15.354,15.506,0.0,1.30271,1.30952,1.29819,1.30183,0.0,110.997,111.954,110.74,111.831,0.0,930.015,934.9,924.005,932.346,0.0,1649.605,1650.925,1634.875,1648.919,0.0,1.31354,1.31723,1.30899,1.31183,0.0,,,,,,20.885,20.936,20.676,20.874,0.0,1043.547,1048.407,1035.889,1046.369,0.0,13.2,13.291,13.08,13.233,0.0,8169.77,8172.13,7642.97,7726.45,0.0,6.312768599767962,6.312768599767962,6.312768599767962,6.312768599767962,,498.287759576938,498.287759576938,498.287759576938,498.287759576938,,1.5803,1.58192,1.57235,1.57542,0.0
2018-08-01,94.24949641438324,94.24949641438324,94.24949641438324,94.24949641438324,,,,,,,,,,,,6029.635468726158,6206.005426149368,5996.566463074684,6206.005426149368,801.0,,,,,,1.16887,1.16991,1.16569,1.16629,0.0,1223.944,1224.724,1215.824,1217.811,0.0,15.507,15.519,15.37,15.392,0.0,1.30185,1.30321,1.29749,1.29985,0.0,111.83,112.146,111.391,111.641,0.0,932.364,932.817,925.696,927.222,0.0,1648.91,1652.32,1641.358,1643.73,0.0,1.31181,1.31439,1.30951,1.31242,0.0,,,,,,20.872,20.883,20.731,20.756,0.0,1046.38,1047.049,1041.656,1043.423,0.0,13.234,13.241,13.149,13.165,0.0,7727.29,7757.07,7444.84,7609.46,0.0,6.248473695836218,6.248473695836218,6.248473695836218,6.248473695836218,,494.3775987525988,494.3775987525988,494.3775987525988,494.3775987525988,,1.57542,1.57886,1.57409,1.57498,0.0
2018-08-02,94.77329381032928,94.77329381032928,94.77329381032928,94.77329381032928,,,,,,,,,,,,6011.99873579502,6029.635468726158,5970.110838055611,6018.612642049789,616.0,,,,,,1.16629,1.16672,1.15803,1.15848,0.0,1217.833,1221.073,1207.102,1208.394,0.0,15.39,15.464,15.279,15.306,0.0,1.29984,1.30389,1.2993,1.3024,0.0,111.639,111.73,111.316,111.699,0.0,927.227,933.128,926.196,927.699,0.0,1643.816,1652.782,1638.558,1641.219,0.0,1.31241,1.31251,1.30121,1.30158,0.0,,,,,,20.756,20.972,20.726,20.768,0.0,1043.476,1047.636,1041.255,1042.326,0.0,13.164,13.276,13.144,13.179,0.0,7608.76,7710.9,7459.38,7534.49,0.0,6.235126953626052,6.235126953626052,6.235126953626052,6.235126953626052,,492.2572847249445,492.2572847249445,492.2572847249445,492.2572847249445,,1.575,1.57926,1.57279,1.57416,0.0
2018-08-03,94.8011008225142,94.8011008225142,94.8011008225142,94.8011008225142,,,,,,,,,,,,6070.421136360168,6070.421136360168,5952.474105124474,5952.474105124474,386.0,,,,,,1.15846,1.16101,1.156,1.15665,0.0,1208.394,1219.988,1204.501,1213.363,0.0,15.306,15.541,15.235,15.383,0.0,1.30239,1.30383,1.29677,1.29896,0.0,111.699,111.869,111.099,111.247,0.0,927.642,936.902,925.936,932.614,0.0,1641.173,1647.035,1636.102,1639.787,0.0,1.30158,1.30426,1.29752,1.29992,0.0,,,,,,20.767,20.957,20.673,20.779,0.0,1042.277,1051.936,1040.317,1048.288,0.0,13.178,13.371,13.123,13.281,0.0,7534.5,7538.52,7280.48,7416.81,0.0,6.112606037929292,6.112606037929292,6.112606037929292,6.112606037929292,,482.14327504387967,482.14327504387967,482.14327504387967,482.14327504387967,,1.57415,1.57501,1.56285,1.56286,0.0
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7416.82,7488.85,6928.71,7006.05,0.0,,,,,,,,,,,,,,,
2018-08-05,94.84271331466957,94.84271331466957,94.84271331466957,94.84271331466957,,,,,,,,,,,,,,,,,,,,,,1.15687,1.15697,1.1559,1.15611,0.0,1213.739,1215.093,1213.57,1214.837,0.0,15.407,15.431,15.404,15.425,0.0,1.29934,1.30141,1.29878,1.30141,0.0,111.224,111.245,111.151,111.234,0.0,932.933,933.807,932.775,933.707,0.0,1640.69,1642.349,1640.419,1642.291,0.0,1.3002,1.30046,1.2998,1.30014,0.0,,,,,,20.806,20.836,20.803,20.833,0.0,1048.877,1050.227,1048.845,1050.056,0.0,13.288,13.314,13.288,13.31,0.0,7006.11,7084.85,6883.26,7020.69,0.0,5.779120984955183,5.779120984955183,5.779120984955183,5.779120984955183,,455.1500810372771,455.1500810372771,455.1500810372771,455.1500810372771,,1.56346,1.56434,1.56292,1.56359,0.0
2018-08-06,94.91819132046103,94.91819132046103,94.91819132046103,94.91819132046103,,,,,,,,,,,,5998.770923285484,6040.658821024895,5953.576335229874,6040.658821024895,618.0,,,,,,1.15611,1.157,1.15298,1.15577,0.0,1214.836,1217.859,1206.341,1208.729,0.0,15.424,15.479,15.269,15.308,0.0,1.30139,1.30389,1.29866,1.30012,0.0,111.23,111.522,111.166,111.333,0.0,933.614,936.11,931.732,933.183,0.0,1642.25,1645.076,1632.307,1635.757,0.0,1.30014,1.30046,1.29198,1.29433,0.0,,,,,,20.831,20.878,20.643,20.694,0.0,1050.061,1052.204,1043.712,1045.061,0.0,13.308,13.35,13.187,13.212,0.0,7020.67,7148.77,6837.08,6932.79,0.0,5.735603265909893,5.735603265909893,5.735603265909893,5.735603265909893,,452.8867258949569,452.8867258949569,452.8867258949569,452.8867258949569,,1.56357,1.56572,1.56149,1.56474,0.0
2018-08-07,94.7287063380132,94.7287063380132,94.7287063380132,94.7287063380132,,,,,,,,,,,,6042.863281235695,6042.863281235695,6042.863281235695,6042.863281235695,526.0,,,,,,1.15576,1.16079,1.15512,1.16027,0.0,1208.731,1216.137,1207.814,1212.432,0.0,15.308,15.477,15.293,15.384,0.0,1.30013,1.30743,1.29615,1.30578,0.0,111.332,111.474,110.992,111.347,0.0,933.273,937.153,932.843,935.913,0.0,1635.835,1637.507,1628.245,1632.096,0.0,1.29432,1.2973,1.29238,1.2945,0.0,,,,,,20.696,20.782,20.627,20.689,0.0,1045.132,1048.687,1042.172,1044.23,0.0,13.213,13.315,13.191,13.227,0.0,6932.42,7148.98,6670.56,6716.29,0.0,5.539518917349591,5.539518917349591,5.539518917349591,5.539518917349591,,436.5763130525221,436.5763130525221,436.5763130525221,436.5763130525221,,1.56478,1.56499,1.55797,1.56254,0.0
2018-08-08,94.67914288965994,94.67914288965994,94.67914288965994,94.67914288965994,,,,,,,,,,,,6041.761051130295,6045.068267068863,6038.454360814094,6040.658821024895,437.0,,,,,,1.16027,1.16275,1.15729,1.16089,0.0,1212.434,1215.794,1206.297,1213.296,0.0,15.386,15.452,15.274,15.408,0.0,1.30577,1.31193,1.30061,1.30201,0.0,111.346,111.433,110.834,110.908,0.0,935.908,941.896,935.232,941.528,0.0,1632.0,1637.552,1629.068,1633.071,0.0,1.2945,1.29595,1.28536,1.28771,0.0,,,,,,20.687,20.776,20.636,20.719,0.0,1044.211,1045.902,1041.581,1044.401,0.0,13.228,13.261,13.165,13.24,0.0,6716.32,6717.71,6124.42,6279.27,0.0,5.175381769988527,5.175381769988527,5.175381769988527,5.175381769988527,,407.5330996884736,407.5330996884736,407.5330996884736,407.5330996884736,,1.56254,1.56745,1.56063,1.5632,0.0
2018-08-09,95.2024211555557,95.2024211555557,95.2024211555557,95.2024211555557,,,,,,,,,,,,6074.830582404136,6168.5269744539255,6071.523366465568,6168.5269744539255,445.0,,,,,,1.16089,1.16188,1.15152,1.15238,0.0,1213.302,1217.285,1210.789,1212.131,0.0,15.408,15.499,15.356,15.42,0.0,1.30203,1.30635,1.29998,1.30455,0.0,110.907,111.18,110.705,111.08,0.0,941.46,944.877,940.703,944.21,0.0,1633.02,1644.433,1629.747,1643.404,0.0,1.2877,1.29115,1.28166,1.28281,0.0,,,,,,20.718,20.909,20.677,20.885,0.0,1044.356,1051.668,1043.957,1051.089,0.0,13.239,13.362,13.229,13.347,0.0,6279.48,6617.94,6181.21,6539.28,0.0,5.394862436485825,5.394862436485825,5.394862436485825,5.394862436485825,,424.0778210116731,424.0778210116731,424.0778210116731,424.0778210116731,,1.56319,1.5648,1.5588,1.56305,0.0
2018-08-10,95.8824981878156,95.8824981878156,95.8824981878156,95.8824981878156,,,,,,,,,,,,6024.124318199158,6068.216676149368,6021.919332365989,6054.988863639831,263.0,,,,,,1.15237,1.15361,1.13879,1.14094,0.0,1212.113,1217.084,1205.768,1211.101,0.0,15.421,15.433,15.278,15.278,0.0,1.30453,1.31529,1.30392,1.31346,0.0,111.08,111.127,110.515,110.786,0.0,944.165,953.612,941.919,947.655,0.0,1643.132,1664.839,1643.116,1659.451,0.0,1.28281,1.28361,1.27229,1.27681,0.0,,,,,,20.887,21.062,20.866,20.924,0.0,1051.026,1063.815,1049.973,1060.768,0.0,13.351,13.455,13.32,13.373,0.0,6539.11,6576.26,6010.94,6137.08,0.0,5.067356066917623,5.067356066917623,5.067356066917623,5.067356066917623,,401.6939389972509,401.6939389972509,401.6939389972509,401.6939389972509,,1.56301,1.57019,1.5607,1.56289,0.0
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6137.19,6480.07,5992.83,6230.31,0.0,,,,,,,,,,,,,,,
2018-08-12,95.96042458718642,95.96042458718642,95.96042458718642,95.96042458718642,,,,,,,,,,,,,,,,,,,,,,1.13958,1.14075,1.13688,1.13943,0.0,1212.513,1213.851,1211.984,1212.356,0.0,15.313,15.33,15.3,15.31,0.0,1.31467,1.31588,1.31351,1.31487,0.0,110.689,110.695,110.402,110.628,0.0,949.153,949.755,948.71,949.449,0.0,1660.399,1663.072,1660.399,1662.796,0.0,1.27573,1.27757,1.27389,1.27592,0.0,,,,,,20.935,20.983,20.935,20.98,0.0,1063.16,1063.649,1062.485,1063.27,0.0,13.402,13.408,13.393,13.405,0.0,6228.51,6466.92,6163.03,6312.49,0.0,5.206795693674136,5.206795693674136,5.206795693674136,5.206795693674136,,412.3115610711953,412.3115610711953,412.3115610711953,412.3115610711953,,1.56219,1.56464,1.56183,1.56349,0.0
2018-08-13,95.91701838225174,95.91701838225174,95.91701838225174,95.91701838225174,,,,,,,,,,,,6000.975383496284,6026.3287784099575,5981.134190354347,5981.134190354347,337.0,,,,,,1.13943,1.14324,1.13646,1.14002,0.0,1212.334,1212.607,1191.654,1192.84,0.0,15.309,15.313,14.966,14.985,0.0,1.31485,1.31698,1.31034,1.3131,0.0,110.63,110.93,110.107,110.627,0.0,949.466,949.632,933.681,934.227,0.0,1662.622,1663.113,1639.787,1641.007,0.0,1.27593,1.2791,1.273,1.27587,0.0,,,,,,20.977,20.983,20.562,20.595,0.0,1063.216,1063.216,1044.967,1045.576,0.0,13.404,13.404,13.096,13.112,0.0,6312.35,6536.37,6142.15,6251.04,0.0,5.240468126488046,5.240468126488046,5.240468126488046,5.240468126488046,,417.15315315315314,417.15315315315314,417.15315315315314,417.15315315315314,,1.56348,1.56953,1.56294,1.569,0.0
2018-08-14,96.26734066930582,96.26734066930582,96.26734066930582,96.26734066930582,,,,,,,,,,,,5898.460624980926,5910.586207385063,5896.256164770126,5910.586207385063,827.0,,,,,,1.14001,1.14291,1.133,1.13464,0.0,1192.809,1198.69,1192.1,1193.929,0.0,14.984,15.099,14.973,15.033,0.0,1.31309,1.31355,1.30501,1.30572,0.0,110.625,111.31,110.585,111.253,0.0,934.063,940.444,931.398,938.116,0.0,1640.554,1652.889,1638.982,1649.303,0.0,1.27586,1.28268,1.27045,1.27176,0.0,,,,,,20.593,20.786,20.583,20.749,0.0,1045.584,1054.092,1045.136,1051.506,0.0,13.108,13.25,13.106,13.217,0.0,6250.82,6251.03,5879.44,6190.32,0.0,5.1848309237819,5.1848309237819,5.1848309237819,5.1848309237819,,411.7820794252644,411.7820794252644,411.7820794252644,411.7820794252644,,1.56898,1.57258,1.56629,1.56806,0.0
2018-08-15,96.29579302641568,96.29579302641568,96.29579302641568,96.29579302641568,,,,,,,,,,,,5637.213167595863,5886.335568199157,5637.213167595863,5886.335568199157,936.0,,,,,,1.13463,1.13544,1.13007,1.13415,0.0,1193.931,1194.17,1173.135,1173.787,0.0,15.033,15.04,14.357,14.425,0.0,1.30571,1.3174,1.30539,1.31467,0.0,111.253,111.425,110.432,110.573,0.0,938.12,938.328,923.273,924.102,0.0,1649.328,1650.98,1620.108,1622.127,0.0,1.27175,1.27347,1.26617,1.26924,0.0,,,,,,20.748,20.762,19.832,19.915,0.0,1051.512,1051.741,1033.232,1034.201,0.0,13.217,13.223,12.636,12.686,0.0,6190.37,6605.41,6182.63,6266.05,0.0,5.338319473635336,5.338319473635336,5.338319473635336,5.338319473635336,,434.3882149046794,434.3882149046794,434.3882149046794,434.3882149046794,,1.56806,1.5716,1.56503,1.56801,0.0
