Date,EURUSD_Open,EURUSD_High,EURUSD_Low,EURUSD_Close,EURUSD_Volume,GBPUSD_Open,GBPUSD_High,GBPUSD_Low,GBPUSD_Close,GBPUSD_Volume,AUDUSD_Open,AUDUSD_High,AUDUSD_Low,AUDUSD_Close,AUDUSD_Volume,USDCAD_Open,USDCAD_High,USDCAD_Low,USDCAD_Close,USDCAD_Volume,USDCHF_Open,USDCHF_High,USDCHF_Low,USDCHF_Close,USDCHF_Volume,USDJPY_Open,USDJPY_High,USDJPY_Low,USDJPY_Close,USDJPY_Volume,NZDUSD_Open,NZDUSD_High,NZDUSD_Low,NZDUSD_Close,NZDUSD_Volume,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,XAUUSD_Close,XAUUSD_Volume,XAGUSD_Open,XAGUSD_High,XAGUSD_Low,XAGUSD_Close,XAGUSD_Volume,USOIL_Open,USOIL_High,USOIL_Low,USOIL_Close,USOIL_Volume,DXY_Open,DXY_High,DXY_Low,DXY_Close,DXY_Volume,CADJPY_Open,CADJPY_High,CADJPY_Low,CADJPY_Close,CADJPY_Volume
2023-12-31,1.08916,1.11393,1.07228,1.10371,0,1.26306,1.28275,1.24998,1.2731,0,0.66063,0.68706,0.65255,0.68106,0,1.35566,1.36189,1.31761,1.32499,0,0.87472,0.88204,0.83051,0.84151,0,147.998,148.344,140.249,141.005,0,0.61562,0.63688,0.60837,0.63176,0,2040.113,2144.685,1973.071,2062.875,0,25.351,25.91,22.5,23.782,0,75.702,76.767,67.971,71.433,0,103.445,104.285,100.608,101.365,0.0,109.158,109.643,104.212,106.408,0
2024-01-31,1.10193,1.10403,1.07946,1.08038,0,1.27377,1.27854,1.25963,1.26793,0,0.67931,0.68379,0.65247,0.65626,0,1.32195,1.3541,1.3218,1.34315,0,0.8381,0.87279,0.83724,0.86234,0,140.699,148.803,140.643,146.984,0,0.62895,0.63177,0.60615,0.61119,0,2064.889,2078.919,2001.801,2039.899,0,23.826,24.084,21.917,22.896,0,72.134,78.997,69.428,75.792,0,101.315,103.816,101.275,103.606,0.0,106.225,110.385,106.062,109.428,0
2024-02-29,1.08039,1.08973,1.06948,1.08049,0,1.26794,1.27719,1.25176,1.26252,0,0.65626,0.66098,0.64424,0.64981,0,1.34318,1.36054,1.33653,1.35707,0,0.86233,0.88852,0.85531,0.88451,0,147.006,150.884,145.892,150.066,0,0.61121,0.62174,0.60378,0.60831,0,2039.934,2065.495,1984.159,2044.093,0,22.898,23.489,21.925,22.654,0,75.793,79.274,71.45,77.85,0,103.608,104.968,102.893,104.126,0.0,109.439,111.79,108.814,110.573,0
2024-03-31,1.08056,1.09809,1.0768,1.07915,0,1.26265,1.28934,1.25748,1.26356,0,0.64999,0.66671,0.64774,0.65122,0,1.3568,1.36134,1.34196,1.3532,0,0.88439,0.90711,0.87297,0.90225,0,150.064,151.97,146.478,151.36,0,0.60866,0.62162,0.59559,0.59846,0,2044.265,2247.357,2039.077,2244.983,0,22.654,25.763,22.497,25.142,0,77.857,83.046,76.496,82.8,0,104.117,104.72,102.316,104.438,0.0,110.591,112.282,108.671,111.965,0
2024-04-30,1.07929,1.08847,1.06006,1.06691,0,1.26372,1.27092,1.2299,1.24934,0,0.65333,0.66439,0.6362,0.64721,0,1.35215,1.38454,1.34775,1.3779,0,0.902,0.91948,0.89977,0.91936,0,151.399,160.225,150.809,157.734,0,0.59854,0.60822,0.58516,0.58774,0,2246.013,2431.565,2228.494,2287.434,0,25.157,29.782,24.731,26.286,0,82.809,87.107,80.612,80.947,0,104.469,106.503,103.868,106.3,0.0,111.957,117.331,110.86,114.35,0
2024-05-31,1.0666,1.08948,1.06492,1.08485,0,1.24888,1.28007,1.24442,1.27417,0,0.64744,0.67136,0.64649,0.66529,0,1.37772,1.37826,1.35894,1.36265,0,0.91962,0.92239,0.89881,0.90231,0,157.735,157.983,151.854,157.244,0,0.58769,0.61695,0.58764,0.6143,0,2291.293,2450.064,2277.126,2327.23,0,26.337,32.499,26.002,30.394,0,81.028,81.225,76.027,77.127,0,106.308,106.473,104.059,104.577,0.0,114.453,115.477,111.295,115.402,0
2024-06-30,1.08472,1.09156,1.06657,1.07346,0,1.2734,1.286,1.26125,1.26481,0,0.66466,0.67039,0.65739,0.66732,0,1.36255,1.37911,1.36023,1.3674,0,0.90208,0.90352,0.88264,0.90033,0,157.121,161.284,154.546,160.923,0,0.61327,0.62213,0.60571,0.60979,0,2328.533,2387.739,2286.761,2324.968,0,30.442,31.531,28.559,29.083,0,76.677,82.308,72.466,81.284,0,104.579,106.114,103.973,105.706,0.0,115.314,117.73,112.953,117.674,0
2024-07-31,1.07347,1.09479,1.07098,1.08237,0,1.26482,1.30442,1.26154,1.28525,0,0.66733,0.67981,0.64794,0.65481,0,1.3674,1.38644,1.35885,1.38079,0,0.90032,0.905,0.87704,0.87821,0,160.922,161.948,149.607,149.786,0,0.60981,0.61529,0.58573,0.59509,0,2324.989,2483.772,2318.475,2445.777,0,29.081,31.739,27.295,29.034,0,81.281,83.928,74.229,77.937,0,105.705,106.036,103.625,104.036,0.0,117.675,118.852,108.338,108.458,0
2024-08-31,1.08232,1.12014,1.07769,1.10475,0,1.28522,1.3266,1.26645,1.31272,0,0.65481,0.68235,0.63483,0.67651,0,1.38078,1.39461,1.34407,1.34931,0,0.87822,0.87825,0.83998,0.84999,0,149.788,150.89,141.681,146.18,0,0.59508,0.62983,0.58498,0.62484,0,2445.759,2531.701,2364.3,2503.366,0,29.027,30.175,26.434,28.845,0,77.938,78.779,71.17,73.153,0,104.037,104.43,100.493,101.69,0.0,108.463,109.214,101.649,108.316,0
2024-09-30,1.10477,1.12138,1.10016,1.11364,0,1.31262,1.34341,1.30017,1.3377,0,0.67603,0.69423,0.66219,0.69151,0,1.34828,1.3647,1.34191,1.35254,0,0.84912,0.85494,0.83744,0.84532,0,146.034,147.207,139.577,143.713,0,0.62401,0.63782,0.61059,0.63442,0,2502.509,2685.635,2471.892,2635.658,0,28.787,32.7,27.672,31.229,0,72.867,73.883,64.752,68.129,0,101.613,101.898,100.131,100.734,0.0,108.29,109.041,102.805,106.243,0
2024-10-31,1.11364,1.11438,1.07609,1.08835,0,1.33771,1.33894,1.28432,1.28965,0,0.6915,0.69343,0.65367,0.65764,0,1.35253,1.39448,1.3472,1.39348,0,0.84534,0.86996,0.84309,0.86355,0,143.711,153.881,142.965,151.981,0,0.63441,0.63469,0.59395,0.59704,0,2635.683,2790.115,2602.296,2746.715,0,31.228,34.853,30.109,32.651,0,68.13,77.931,66.169,70.319,0,100.733,104.62,100.676,103.869,0.0,106.242,110.714,105.837,109.054,0
2024-11-30,1.08835,1.0937,1.03318,1.05768,0,1.28964,1.30476,1.24869,1.27345,0,0.65765,0.66875,0.64338,0.65132,0,1.39347,1.41776,1.38209,1.4001,0,0.86353,0.8957,0.86149,0.88105,0,151.978,156.748,149.462,149.669,0,0.59703,0.60371,0.57968,0.592,0,2746.696,2762.274,2536.771,2655.186,0,32.654,33.108,29.63,30.597,0,70.324,72.542,66.551,68.478,0,103.869,108.098,103.309,105.73,0.0,109.057,111.548,106.764,106.856,0
2024-12-31,1.05694,1.06292,1.03428,1.0353,0,1.2722,1.28111,1.24743,1.25124,0,0.65087,0.65131,0.61788,0.61876,0,1.39872,1.44666,1.3986,1.43817,0,0.87995,0.908,0.87357,0.90752,0,149.59,158.081,148.64,157.21,0,0.59076,0.59132,0.55874,0.55934,0,2649.06,2726.23,2583.333,2624.405,0,30.504,32.313,28.733,28.898,0,68.028,71.76,66.792,71.561,0,105.762,108.568,105.399,108.451,0.0,106.92,109.894,105.759,109.304,0
2025-01-31,1.03511,1.05329,1.01769,1.03586,0,1.25081,1.25757,1.20993,1.2392,0,0.61841,0.63302,0.61308,0.62103,0,1.43799,1.45945,1.4261,1.4527,0,0.90552,0.92006,0.89649,0.9112,0,157.057,158.877,153.711,155.202,0,0.55919,0.57227,0.5541,0.56366,0,2625.203,2817.268,2614.45,2799.372,0,28.942,31.724,28.928,31.296,0,71.726,79.376,71.526,73.333,0,108.412,110.161,106.939,108.447,0.0,109.208,110.451,105.748,106.763,0
2025-02-28,1.02408,1.05285,1.02105,1.0375,0,1.23083,1.27156,1.2249,1.25769,0,0.61618,0.64081,0.60874,0.62082,0,1.47244,1.47927,1.41506,1.44669,0,0.9134,0.91963,0.89118,0.90308,0,154.756,155.885,148.558,150.619,0,0.55855,0.57721,0.55159,0.55975,0,2801.042,2956.205,2772.178,2858.266,0,31.314,33.384,30.672,31.141,0,73.765,74.237,68.278,69.771,0,109.373,109.862,106.102,107.498,0.0,105.173,108.302,103.192,104.089,0
2025-03-31,1.03993,1.09545,1.03884,1.08173,0,1.25733,1.30146,1.25723,1.29189,0,0.62052,0.63907,0.61869,0.62399,0,1.44434,1.45425,1.42347,1.43905,0,0.90207,0.90307,0.87554,0.88391,0,150.673,151.302,146.539,149.945,0,0.55914,0.58306,0.55914,0.56684,0,2873.643,3128.189,2858.854,3120.605,0,31.164,34.573,31.11,34.032,0,69.911,71.56,64.993,71.117,0,107.323,107.38,103.173,104.157,0.0,104.24,105.853,101.367,104.185,0
2025-04-30,1.08172,1.15732,1.07781,1.13219,0,1.29193,1.34441,1.27078,1.33207,0,0.62398,0.64494,0.59138,0.641,0,1.43904,1.44147,1.37696,1.37937,0,0.8839,0.88482,0.80389,0.8261,0,149.942,150.401,139.881,143.02,0,0.56684,0.60287,0.54849,0.59353,0,3120.593,3500.057,2956.326,3272.911,0,34.032,34.198,28.299,32.61,0,71.12,71.984,54.769,58.064,0,104.156,104.348,97.899,99.657,0.0,104.186,105.442,101.247,103.696,0
2025-05-31,1.13221,1.14187,1.10649,1.13474,0,1.33206,1.35932,1.31396,1.34524,0,0.641,0.6537,0.63565,0.6432,0,1.37934,1.40158,1.36858,1.37391,0,0.82611,0.84756,0.81853,0.8227,0,143.017,148.65,142.11,144.049,0,0.59354,0.60311,0.58462,0.59642,0,3272.946,3435.04,3120.673,3289.689,0,32.603,33.688,31.637,32.968,0,58.065,64.023,55.362,60.293,0,99.656,101.97,98.682,99.407,0.0,103.697,106.242,102.995,104.837,0
2025-06-30,1.13473,1.17905,1.13458,1.17861,0,1.34539,1.37704,1.33702,1.37304,0,0.64302,0.65834,0.63724,0.65761,0,1.37327,1.37977,1.35397,1.36063,0,0.8221,0.825,0.79272,0.79283,0,143.815,148.031,142.373,143.806,0,0.59584,0.60982,0.58825,0.60906,0,3303.137,3451.283,3247.945,3312.465,0,33.05,37.304,32.943,36.145,0,61.626,76.281,61.248,64.305,0,99.384,99.413,96.728,96.748,0.0,104.646,107.33,103.826,105.681,0
2025-07-31,1.17864,1.18298,1.13995,1.14215,0,1.37305,1.37884,1.31851,1.32074,0,0.65763,0.66248,0.64215,0.64273,0,1.36065,1.38705,1.35561,1.38577,0,0.79282,0.81506,0.78718,0.81396,0,143.808,150.879,142.679,150.805,0,0.60906,0.61198,0.58834,0.58864,0,3312.47,3438.945,3268.058,3288.675,0,36.151,39.516,35.796,36.673,0,64.304,70.019,64.066,68.806,0,96.746,100.093,96.356,100.021,0.0,105.678,108.921,104.841,108.813,0
2025-08-31,1.14216,1.17423,1.13911,1.16898,0,1.32073,1.35947,1.31409,1.35029,0,0.64272,0.65684,0.64143,0.65427,0,1.38576,1.39242,1.37213,1.37387,0,0.81398,0.81707,0.79854,0.80063,0,150.804,150.918,146.213,147.118,0,0.58861,0.59952,0.57995,0.58955,0,3288.631,3453.948,3281.614,3447.976,0,36.672,39.956,36.349,39.781,0,68.812,68.972,61.343,63.715,0,100.019,100.249,97.544,97.824,0.0,108.81,108.942,105.932,107.072,0
2025-09-30,1.16897,1.19184,1.16076,1.17348,0,1.35028,1.37263,1.33232,1.34423,0,0.65428,0.67067,0.6483,0.66104,0,1.37388,1.39581,1.37262,1.39238,0,0.80065,0.80717,0.7829,0.79642,0,147.12,149.953,145.479,148.022,0,0.58956,0.60067,0.57538,0.57947,0,3447.936,3871.722,3437.052,3862.951,0,39.78,47.171,39.743,46.707,0,63.712,66.19,61.202,62.298,0,97.825,98.626,96.204,97.826,0.0,107.078,108.022,105.97,106.3,0
2025-10-31,1.17346,1.17783,1.15212,1.15365,0,1.34421,1.35273,1.30965,1.31495,0,0.66105,0.66288,0.64401,0.65449,0,1.39237,1.40794,1.38876,1.40103,0,0.79644,0.80759,0.78727,0.80449,0,148.024,154.444,146.587,154.01,0,0.57948,0.58444,0.56822,0.57244,0,3862.964,4381.641,3819.359,4001.645,0,46.705,54.463,45.544,48.667,0,62.295,62.687,55.959,60.698,0,97.828,99.835,97.442,99.708,0.0,106.306,110.377,105.187,109.923,0
2025-11-30,1.15302,1.16559,1.14684,1.15964,0,1.31346,1.32686,1.30097,1.32301,0,0.65441,0.65799,0.64211,0.65491,0,1.40078,1.41399,1.39369,1.39617,0,0.80421,0.81239,0.78779,0.80343,0,154.079,157.894,152.809,156.121,0,0.57195,0.57418,0.55804,0.573,0,3990.743,4245.356,3928.834,4219.203,0,48.631,56.515,46.866,56.393,0,61.169,61.294,57.028,59.428,0,99.729,100.396,98.977,99.339,0.0,109.892,112.276,108.191,111.489,0
2025-12-31,1.16007,1.18077,1.15893,1.17456,0,1.32392,1.35338,1.31791,1.34736,0,0.65511,0.6727,0.65373,0.66729,0,1.397,1.40141,1.3642,1.37242,0,0.80334,0.80852,0.78598,0.79249,0,155.906,157.771,154.34,156.588,0,0.57354,0.58526,0.57105,0.57556,0,4223.14,4550.248,4163.59,4318.879,0,56.999,83.944,56.443,71.64,0,59.26,60.241,54.883,57.302,0,99.426,99.559,97.738,98.259,0.0,111.593,114.627,110.592,114.095,0
2026-01-31,1.17451,1.2083,1.15763,1.18498,0,1.34601,1.38701,1.33363,1.36846,0,0.66699,0.7094,0.66625,0.69643,0,1.37201,1.39281,1.34813,1.36182,0,0.7922,0.80403,0.76036,0.77291,0,156.664,159.451,152.088,154.743,0,0.57557,0.60919,0.57106,0.60198,0,4328.345,5595.345,4309.693,4891.568,0,72.025,121.655,71.41,84.988,0,57.428,66.238,55.677,65.469,0,98.238,99.426,95.492,97.114,0.0,114.181,115.42,111.725,113.624,0
2026-02-28,1.18461,1.18565,1.18394,1.18457,0,1.36802,1.36909,1.36615,1.36757,0,0.69484,0.6953,0.69206,0.69434,0,1.36073,1.36571,1.36049,1.36381,0,0.77161,0.77469,0.77128,0.77369,0,154.812,155.508,154.781,155.217,0,0.6011,0.60235,0.59926,0.60079,0,4793.603,4819.812,4697.936,4741.964,0,81.917,82.621,76.881,81.648,0,63.405,63.686,62.746,63.039,0,97.118,97.277,97.114,97.208,0.0,113.72,114.111,113.673,113.782,0
